Player_ID,heart_rate,speed,jump_height,endurance,strength,player_efficiency,training_effectiveness
B01,0.8552373695714431,-0.7110555251080364,1.6481812020062028,1.155317494875894,0.6733776255261757,-0.36980437392685533,0.648424664440323
B02,1.027132861244653,0.32043118851309155,-0.432661115511151,-0.5289146044507497,1.1600519160725558,1.6085377214259404,0.648424664440323
B03,1.370923844591073,-1.4483267911662785,1.5611016879977444,1.2428311662686333,0.21158606829559778,-0.8059563169373235,0.648424664440323
B04,-1.6658965083023025,-0.020765678520449506,0.9716120937428367,0.4079390693950049,-0.09820066775190318,-0.878560252747704,0.648424664440323
B05,-1.4940010166290927,1.6444395757786536,0.5785789869349791,-0.2912768065676542,0.40191272411785567,-0.6283329886312633,0.648424664440323
B06,1.7147148279374929,1.3025408175674444,-0.8786713527344436,-1.6127166048524428,0.08084385764013273,0.22013858762223015,0.648424664440323
B07,-1.4940010166290927,-0.5200170809799163,-0.9748479822546875,0.8487572406769364,-0.1237680731021499,1.3661427460147435,0.648424664440323
B08,0.5687448834494265,1.5905259354213166,-1.1453661463080758,-0.04958638627530376,0.8761272403236351,-1.1869435852957781,0.648424664440323
B09,-1.1502100332826728,-0.8804256889641284,1.4143250898065984,0.9025875466293211,-1.1275155709043034,-0.8195817134395491,-1.5421992019121193
B10,-0.5772250610386397,1.5490493596561006,-0.7122876610596112,0.7746657946224763,-1.151745137244843,0.25340396682364624,-1.5421992019121193
B11,-0.4626280665898331,1.5221649015864829,-0.17438467725285356,0.927319643975064,-0.2531792686896066,-0.1990448188793505,0.648424664440323
B12,1.199028352917863,1.0408346027136766,-0.036156905401978745,-0.7248105433526346,-0.6361374379985463,-0.22395560342744206,0.648424664440323
B13,0.39684939177621664,0.4695199609324472,0.9252426295776979,0.9515568972859213,-1.4862807448364728,1.1027452926656387,-1.5421992019121193
B14,-0.3480310721410264,1.295034276486859,1.1487127705602709,0.10707675187308228,1.1692031990069631,1.4692078599648868,0.648424664440323
B15,-1.3221055249558828,-0.6728329082724006,-1.2366139136647571,-0.146047574041055,0.9180187000308928,-0.10321287709989263,0.648424664440323
B16,-0.29073257491662313,1.2092314062461256,-0.26297624863906527,0.5303339120597913,0.13317127383625257,0.6288480042779886,0.648424664440323
B17,-0.29073257491662313,0.426960323363936,1.144044446218285,-1.660928125621769,1.634062837792268,1.0328396258182426,0.648424664440323
B18,-0.9783145416094629,-1.6200326928589628,1.0600813852239281,-1.3895769853947282,-1.491535729417393,0.028456379876267843,-1.5421992019121193
B19,1.6574163307130896,-0.48929536115447053,-1.3606187826983307,-0.7532125506351924,0.9010122556405511,-0.7675754446971588,0.648424664440323
B20,-1.6085980110778992,-1.1633185678731823,-1.1780578154323469,1.5622166595304072,-0.8235839202351237,0.45380557065604404,-1.5421992019121193
B21,0.5114463862250233,1.6591130706194788,-0.6780482423830076,-1.2641245890608637,-0.47118873076126455,0.26558784580771816,0.648424664440323
B22,0.5687448834494265,-0.04533504724888874,-1.452135695064024,-0.6244420179821119,-0.985912816080558,1.3899227248173767,-1.5421992019121193
B23,-0.3480310721410264,0.019060270237387694,-0.2705580052934607,-1.5614000853248549,0.9781197288908836,-1.627060191340072,0.648424664440323
B24,0.9698343640202498,0.5000724457010871,-1.3430155824917174,-0.6221877014276092,-1.244583099816283,1.420366163225502,-1.5421992019121193
B25,-0.29073257491662313,-0.41701179028598595,0.2150388772167408,-0.6588645016261907,1.153850385006729,0.08553624029047878,0.648424664440323
B26,-0.6918220554874464,-1.2013733014237997,-0.8730308948592291,1.440940619797432,0.5387474985624029,-1.7575622304658887,0.648424664440323
B27,0.45414788900062,1.118413254710062,0.3104823262491412,1.1002252496567306,-1.5383368186905007,-0.5885588137794522,-1.5421992019121193
B28,-0.2334340776922198,-1.0221203915847061,-1.309500361639868,-0.4495883783425771,1.0537630364447808,0.760241284607902,0.648424664440323
B29,-0.9210160443850596,0.06621186931236155,1.5940367313086765,-1.6494974130971634,0.4221588482735583,-0.07789433275793754,0.648424664440323
B30,-1.207508530507076,-0.9054260586404773,1.4474907326752475,1.0528886241079956,1.3777954329760553,1.6691688323837308,0.648424664440323
B31,-1.1502100332826728,-1.3335956912816307,-0.38173284411952574,0.4814328130174963,0.839146602200332,-0.31175826305272153,0.648424664440323
B32,-0.5199265638142364,1.2540820479196781,-0.8878413663373322,-1.2218298896575526,0.1924599620067427,-0.6527492475160079,0.648424664440323
B33,1.2563268501422664,1.628948822446345,-0.8600371606486142,1.6060613953377842,1.1418905033481588,1.1060767684345745,0.648424664440323
B34,-0.7491205527118496,1.588035933098188,-0.07189237469235737,-1.3965599425822994,-0.7833219516895771,0.13341067576408255,-1.5421992019121193
B35,1.2563268501422664,1.4042751961253925,-1.5717678777856443,1.1738311270761643,0.1436111255838132,0.6109938099794384,0.648424664440323
B36,-1.3794040221802861,0.9556721192433921,0.4568570809223828,-0.7462114269815046,-0.7296618968264691,1.0493380629916453,0.648424664440323
B37,-0.8064190499362529,-0.5369911753290951,-0.32589870083723943,-0.27332255292968766,1.5957302312115762,0.5722704131171711,0.648424664440323
B38,1.027132861244653,-1.39027901820488,-0.4304106108383878,0.9336516249542918,-0.9620692977988156,-0.31247801011770965,-1.5421992019121193
B39,-1.6658965083023025,-0.2861409550612992,1.0307593259634442,0.5383192548501835,-1.6875459289402965,-1.3698663750832765,-1.5421992019121193
